energy,danceability,tempo,valence,loudness,acousticness,speechiness,popularity
0.555,0.61,166.007,0.286,-8.349,0.0839,0.067,65
0.785,0.608,117.983,0.806,-5.346,0.00173,0.0472,68
0.994,0.563,175.0,0.338,-0.385,0.0296,0.25,15
0.53,0.235,104.272,0.0634,-9.969,0.00562,0.0353,25
0.339,0.462,115.015,0.0395,-14.301,0.813,0.0418,54
0.503,0.593,178.781,0.71,-6.725,0.293,0.22,83
0.728,0.812,96.048,0.885,-3.347,0.356,0.169,23
0.698,0.467,174.994,0.59,-9.731,0.00108,0.0443,19
0.937,0.744,172.386,0.244,-5.397,0.00345,0.357,14
0.845,0.711,119.966,0.806,-5.006,0.61,0.0304,49
0.419,0.745,116.029,0.222,-13.165,0.134,0.0412,50
0.283,0.588,82.044,0.284,-12.663,0.863,0.0364,62
0.527,0.597,123.946,0.535,-8.658,0.127,0.0412,0
0.727,0.625,86.471,0.894,-3.035,0.777,0.0308,56
0.902,0.494,93.17,0.472,-4.969,0.0332,0.0352,35
0.742,0.851,123.033,0.236,-6.126,0.0259,0.0377,63
0.429,0.633,143.793,0.52,-6.784,0.0444,0.0381,0
0.597,0.489,95.012,0.324,-6.633,0.27,0.0292,79
0.918,0.457,154.963,0.392,-4.51,0.000696,0.203,67
0.578,0.632,139.324,0.297,-7.657,0.714,0.0905,68
0.2,0.32,145.964,0.025,-12.941,0.957,0.0315,37
0.908,0.732,112.385,0.823,-6.998,0.578,0.0547,50
0.51,0.477,111.893,0.477,-8.94,0.228,0.275,60
0.614,0.524,82.229,0.751,-8.05,0.202,0.0363,0
0.769,0.465,87.961,0.473,-3.209,0.581,0.0325,69
0.533,0.623,84.982,0.247,-8.164,0.245,0.0653,75
0.531,0.707,107.994,0.49,-7.21,0.855,0.0245,30
0.404,0.314,87.208,0.105,-9.568,0.342,0.0546,40
0.242,0.645,140.015,0.0744,-13.986,0.805,0.0402,60
0.129,0.752,118.022,0.207,-16.94,0.845,0.0531,48
0.262,0.481,122.861,0.375,-15.73,0.735,0.0414,77
0.0115,0.0704,75.309,0.0385,-31.98,0.952,0.0422,64
0.379,0.728,132.024,0.384,-10.252,0.831,0.0524,44
0.446,0.743,123.596,0.278,-7.807,0.0039,0.0683,84
0.766,0.807,126.997,0.599,-6.425,0.0145,0.0783,51
0.666,0.352,169.965,0.227,-4.909,0.117,0.0512,70
0.992,0.25,88.336,0.158,-2.926,0.000878,0.202,29
0.112,0.706,110.154,0.414,-18.098,0.827,0.0391,56
0.985,0.311,139.666,0.266,-4.348,2.02e-05,0.17,17
0.881,0.515,102.881,0.0687,-14.978,0.841,0.922,22
0.868,0.538,105.164,0.556,-7.357,0.000599,0.0377,69
0.767,0.592,96.483,0.328,-2.788,0.0021,0.027,82
0.851,0.365,78.086,0.309,-6.238,0.0964,0.0645,75
0.521,0.72,106.055,0.823,-12.468,0.705,0.0302,69
0.76,0.846,124.994,0.155,-7.992,0.00529,0.0428,39
0.834,0.61,148.868,0.677,-5.355,0.226,0.0331,20
0.84,0.724,92.011,0.842,-3.633,0.0564,0.0393,0
0.556,0.699,88.504,0.263,-8.075,0.203,0.27,48
0.891,0.587,124.005,0.705,-3.381,0.000261,0.0361,64
0.801,0.609,122.958,0.202,-8.483,0.0246,0.0694,1
0.664,0.545,96.602,0.333,-8.202,0.0655,0.0508,18
0.132,0.0776,176.119,0.0692,-16.891,0.674,0.0368,1
0.852,0.533,133.982,0.567,-5.919,0.000617,0.0686,23
0.786,0.748,123.996,0.664,-5.129,0.0226,0.057,73
0.392,0.477,110.029,0.178,-6.691,0.677,0.0274,8
0.932,0.424,163.564,0.612,-6.386,0.00103,0.0531,33
0.942,0.666,141.913,0.832,-2.928,0.0307,0.0689,74
0.594,0.683,115.099,0.734,-8.289,0.385,0.0347,71
0.756,0.759,87.059,0.613,-8.145,0.0903,0.266,70
0.911,0.685,128.02,0.351,-4.977,0.00552,0.144,74
0.521,0.46,149.945,0.599,-8.022,0.65,0.0274,49
0.0546,0.315,163.274,0.128,-28.225,0.994,0.0596,60
0.499,0.417,135.923,0.144,-6.364,0.212,0.0296,66
0.86,0.503,129.967,0.357,-4.634,0.00132,0.0526,32
0.606,0.693,129.942,0.447,-5.997,0.00817,0.0308,78
0.479,0.605,122.944,0.588,-12.672,0.343,0.0334,27
0.657,0.558,107.862,0.544,-9.657,0.588,0.0404,32
0.703,0.813,94.828,0.241,-5.077,0.125,0.268,71
0.829,0.552,127.987,0.247,-4.463,0.0733,0.0435,40
0.197,0.384,133.87,0.284,-17.824,0.896,0.0479,37
0.486,0.548,130.316,0.0696,-8.236,0.136,0.0302,40
0.597,0.346,128.362,0.38,-13.628,0.0131,0.0501,19
0.458,0.718,119.958,0.567,-10.632,0.685,0.033,65
0.428,0.218,105.992,0.0603,-11.348,0.85,0.0427,10
0.543,0.682,127.526,0.112,-8.66,0.261,0.0688,73
0.882,0.766,107.932,0.544,-4.478,0.0674,0.0719,74
0.466,0.939,140.05,0.713,-8.781,0.0259,0.172,40
0.539,0.817,97.062,0.158,-6.349,0.0141,0.0621,79
0.974,0.672,138.434,0.803,-2.799,0.038,0.081,32
0.97,0.509,169.121,0.665,-6.732,0.00951,0.0697,38
0.51,0.646,117.647,0.455,-8.703,0.514,0.0335,44
0.37,0.579,119.799,0.216,-8.9,0.496,0.0383,74
0.104,0.655,99.986,0.506,-21.089,0.891,0.0319,50
0.275,0.595,85.752,0.345,-9.815,0.864,0.0309,0
0.589,0.649,104.218,0.966,-5.085,0.574,0.0393,42
0.396,0.513,140.208,0.229,-13.061,0.251,0.0299,73
0.928,0.398,149.855,0.227,-1.203,0.00261,0.436,50
0.704,0.696,124.972,0.426,-7.876,0.167,0.0423,74
0.843,0.759,105.016,0.56,-3.718,0.127,0.0913,0
0.868,0.738,122.003,0.336,-4.373,0.0392,0.0731,77
0.738,0.579,124.023,0.431,-5.711,0.0821,0.0542,68
0.759,0.466,180.021,0.659,-8.148,0.0304,0.0311,11
0.384,0.423,90.43,0.521,-12.503,0.729,0.0315,68
0.619,0.669,124.994,0.432,-9.02,0.00122,0.0376,51
0.452,0.591,146.019,0.653,-7.648,0.326,0.0406,33
0.934,0.276,137.128,0.307,-5.371,6.41e-05,0.0716,24
0.549,0.671,149.09,0.96,-8.031,0.0998,0.0433,30
0.633,0.793,118.005,0.498,-4.447,0.27,0.0381,68
0.898,0.547,95.612,0.647,-6.213,0.049,0.0589,38
0.068,0.473,93.777,0.262,-20.033,0.892,0.0315,0
0.609,0.675,120.039,0.378,-5.027,0.084,0.0586,69
0.993,0.447,140.018,0.108,-3.022,1.56e-05,0.111,61
0.756,0.585,87.001,0.0398,-5.24,0.005,0.037,16
0.958,0.753,118.046,0.95,-4.504,0.225,0.0409,53
0.857,0.414,128.024,0.348,-4.078,0.0287,0.0808,76
0.932,0.609,136.001,0.539,-5.288,0.0356,0.0975,24
0.892,0.666,191.883,0.909,-6.502,0.015,0.289,18
0.869,0.366,138.051,0.384,-3.316,0.0207,0.0387,60
0.884,0.192,180.908,0.0584,-5.42,0.404,0.143,54
0.89,0.553,87.871,0.674,-4.879,0.123,0.0413,68
0.561,0.863,119.9,0.472,-9.924,0.178,0.161,0
0.965,0.668,128.012,0.722,-2.293,0.0579,0.091,60
0.571,0.671,120.212,0.519,-9.207,0.267,0.0346,42
0.812,0.811,87.98,0.689,-4.47,0.151,0.0635,3
0.614,0.524,82.229,0.751,-8.05,0.202,0.0363,0
0.916,0.474,154.948,0.745,-3.93,0.00504,0.0624,1
0.58,0.402,76.221,0.708,-7.2,0.0284,0.245,33
0.65,0.622,148.004,0.638,-4.996,0.114,0.0456,48
0.521,0.821,99.079,0.83,-13.509,0.0343,0.0505,46
0.732,0.235,139.823,0.27,-3.793,4.24e-05,0.0397,5
0.768,0.781,123.07,0.486,-5.991,0.0119,0.0394,77
0.833,0.573,87.853,0.927,-6.477,0.724,0.0817,42
0.922,0.708,129.999,0.142,-7.338,0.0394,0.068,0
0.811,0.561,126.593,0.635,-6.157,0.00515,0.0265,70
0.352,0.72,80.011,0.727,-12.092,0.895,0.0333,41
0.761,0.778,107.288,0.923,-5.529,0.141,0.0525,61
0.618,0.571,156.892,0.852,-5.682,0.18,0.0371,62
0.846,0.788,115.636,0.738,-5.017,0.0103,0.0372,69
0.159,0.394,83.072,0.246,-12.68,0.964,0.0286,11
0.626,0.691,79.669,0.964,-6.105,0.311,0.0287,22
0.898,0.591,179.947,0.784,-6.167,0.31,0.0478,33
0.339,0.558,135.235,0.309,-10.393,0.429,0.0274,53
0.366,0.604,141.981,0.13,-7.519,0.578,0.0282,82
0.049,0.46,142.786,0.483,-27.913,0.995,0.0531,59
0.835,0.743,120.019,0.955,-4.655,0.25,0.029,71
0.709,0.716,100.059,0.434,-4.683,0.0749,0.0529,0
0.432,0.576,132.144,0.348,-13.642,0.233,0.0314,63
0.7,0.584,124.944,0.438,-4.275,0.117,0.0456,78
0.828,0.834,102.019,0.58,-2.657,0.21,0.0452,91
0.891,0.746,110.95,0.867,-5.456,0.00199,0.0281,37
0.554,0.547,91.386,0.848,-11.165,0.602,0.0374,64
0.97,0.489,102.508,0.42,-3.832,0.00837,0.125,35
0.326,0.497,81.541,0.236,-8.412,0.98,0.111,0
0.836,0.634,139.957,0.715,-3.004,0.00609,0.0427,0
0.707,0.525,140.016,0.221,-13.787,0.812,0.0667,26
0.317,0.444,144.238,0.921,-18.349,0.744,0.0355,0
0.55,0.625,83.007,0.353,-6.916,0.301,0.0258,51
0.624,0.693,105.002,0.369,-7.482,0.299,0.0448,71
0.649,0.609,121.88,0.748,-16.546,0.00978,0.0502,5
0.496,0.797,103.703,0.587,-10.054,0.396,0.0382,0
0.453,0.546,104.532,0.74,-13.04,0.382,0.121,70
0.811,0.736,103.502,0.609,-4.17,0.00132,0.081,73
0.673,0.671,121.963,0.494,-6.941,0.148,0.0444,85
0.684,0.906,117.06,0.93,-5.667,0.0514,0.0503,39
0.595,0.881,130.019,0.911,-9.781,0.282,0.0714,47
0.965,0.515,94.409,0.659,-2.892,0.148,0.23,23
0.644,0.631,119.963,0.64,-10.651,0.756,0.072,30
0.266,0.532,124.832,0.626,-11.076,0.791,0.029,20
0.842,0.494,162.011,0.574,-4.784,0.00579,0.0843,78
0.532,0.586,99.994,0.494,-8.837,0.779,0.0328,71
0.674,0.758,97.977,0.424,-4.533,0.0903,0.108,79
0.747,0.621,124.015,0.426,-5.084,0.222,0.0337,76
0.914,0.586,127.999,0.696,-2.684,0.135,0.066,41
0.723,0.518,100.118,0.363,-8.075,0.157,0.137,70
0.783,0.32,154.123,0.852,-6.834,0.0088,0.059,21
0.606,0.448,121.15,0.483,-4.565,0.577,0.0609,0
0.683,0.531,84.817,0.212,-4.093,0.135,0.333,67
0.00674,0.248,176.236,0.185,-36.547,0.952,0.0417,60
0.587,0.682,153.022,0.292,-12.296,0.127,0.222,62
0.836,0.461,175.923,0.947,-4.066,0.602,0.0766,28
0.925,0.266,95.438,0.2,-3.75,0.000233,0.0834,61
0.772,0.234,170.372,0.658,-5.426,0.000971,0.0833,27
0.781,0.68,140.013,0.438,-8.32,0.0806,0.252,42
0.874,0.428,119.708,0.261,-6.664,0.000337,0.128,62
0.948,0.577,120.014,0.649,-5.811,0.000211,0.0731,29
0.81,0.544,94.996,0.668,-5.135,0.00016,0.0373,62
0.743,0.56,144.89,0.331,-7.878,0.197,0.0685,40
0.86,0.478,145.89,0.735,-5.0,0.302,0.0653,40
0.961,0.413,139.988,0.301,-6.937,0.000582,0.062,34
0.294,0.765,82.064,0.415,-7.257,0.816,0.06,33
0.752,0.571,102.043,0.25,-4.872,0.0196,0.0293,59
0.883,0.671,105.023,0.644,-3.269,0.0882,0.0279,35
0.815,0.636,123.063,0.636,-5.098,0.0185,0.0581,76
0.711,0.875,103.398,0.906,-10.999,0.489,0.0518,0
0.598,0.748,124.96,0.838,-4.923,0.695,0.03,40
0.817,0.904,101.988,0.753,-3.956,0.0254,0.0871,2
0.523,0.649,100.038,0.697,-7.413,0.157,0.0267,41
0.569,0.6,112.996,0.537,-6.257,0.846,0.0309,46
0.64,0.545,80.544,0.606,-9.937,0.00249,0.224,77
0.69,0.749,115.928,0.328,-6.559,0.607,0.0489,45
0.905,0.514,128.01,0.315,-6.727,0.0011,0.0504,50
0.901,0.658,93.979,0.708,-2.814,0.0478,0.0357,69
0.398,0.77,175.175,0.287,-12.815,0.0257,0.165,27
0.8,0.816,118.014,0.534,-5.705,0.0283,0.0733,75
0.822,0.586,109.024,0.473,-7.04,0.000102,0.0284,53
0.494,0.437,79.197,0.564,-4.163,0.732,0.0309,47
0.968,0.401,151.762,0.27,-5.344,0.0191,0.119,21
0.669,0.481,128.219,0.351,-13.329,0.92,0.455,38
0.402,0.798,113.965,0.218,-12.138,0.745,0.0731,46
0.865,0.728,135.571,0.975,-5.68,0.151,0.0364,66
0.937,0.592,102.073,0.529,-4.905,0.00139,0.0442,66
0.972,0.663,123.978,0.645,-4.93,0.0116,0.0467,34
0.88,0.501,137.971,0.141,-7.465,0.00845,0.0517,21
0.461,0.676,87.917,0.715,-6.746,0.0322,0.143,73
0.707,0.626,138.062,0.481,-4.761,0.22,0.0335,42
0.697,0.545,87.403,0.493,-13.205,0.821,0.859,21
0.583,0.491,150.566,0.908,-10.964,0.185,0.0376,80
0.599,0.627,105.102,0.751,-5.839,0.695,0.0975,19
0.571,0.598,173.141,0.962,-12.616,0.704,0.139,69
0.401,0.608,120.001,0.181,-10.68,0.462,0.031,50
0.933,0.627,150.035,0.449,-3.951,0.00239,0.0803,46
0.75,0.445,95.957,0.466,-7.159,0.00805,0.035,71
0.00269,0.188,77.668,0.0347,-35.534,0.995,0.0379,35
0.45,0.677,86.898,0.574,-11.222,0.78,0.025,38
0.823,0.674,94.118,0.673,-8.654,0.0199,0.202,49
0.589,0.678,143.616,0.94,-9.484,0.0336,0.0541,32
0.762,0.783,127.993,0.33,-4.727,0.158,0.0507,71
0.926,0.744,129.949,0.674,-4.981,0.00576,0.0936,52
0.915,0.542,159.81,0.92,-9.637,0.319,0.0549,63
0.898,0.554,113.289,0.853,-7.642,0.00732,0.0474,17
0.374,0.549,104.311,0.439,-12.049,0.6,0.0244,64
0.981,0.312,96.964,0.291,-3.964,0.000129,0.111,19
0.264,0.222,81.536,0.341,-10.185,0.914,0.0376,44
0.501,0.621,119.897,0.304,-6.229,0.089,0.0409,40
0.909,0.685,95.004,0.922,-4.034,0.0471,0.0396,2
0.746,0.626,102.896,0.8,-8.832,0.16,0.0282,67
0.846,0.687,121.998,0.254,-6.722,0.00105,0.0465,29
0.944,0.557,140.04,0.729,-4.04,0.000845,0.08,32
0.762,0.756,135.001,0.643,-7.316,1.09e-05,0.0587,11
0.543,0.55,74.008,0.35,-6.961,0.769,0.0268,67
0.421,0.622,169.92,0.513,-7.113,0.179,0.0371,44
0.152,0.263,85.462,0.136,-18.721,0.957,0.036,31
0.78,0.705,142.028,0.457,-6.267,0.456,0.0805,70
0.794,0.698,135.981,0.861,-3.333,0.000335,0.0483,0
0.751,0.721,140.095,0.738,-6.203,0.162,0.125,78
0.379,0.751,109.521,0.801,-3.406,0.698,0.123,0
0.373,0.705,120.046,0.551,-9.066,0.723,0.0384,73
0.795,0.483,171.853,0.685,-4.338,0.00258,0.181,66
0.722,0.61,81.034,0.632,-6.127,0.421,0.0411,30
0.723,0.737,100.939,0.783,-4.165,0.303,0.0705,72
0.355,0.753,111.863,0.506,-13.295,0.48,0.0898,76
0.0274,0.341,114.118,0.116,-26.864,0.99,0.0515,23
0.843,0.251,93.102,0.211,-5.318,0.0715,0.055,48
0.82,0.723,126.025,0.337,-3.899,0.0557,0.03,57
0.0836,0.541,181.032,0.452,-12.663,0.913,0.313,68
0.662,0.341,174.875,0.2,-5.023,0.105,0.0335,37
0.478,0.588,93.01,0.314,-7.271,0.795,0.0241,47
0.682,0.329,148.029,0.162,-6.374,0.221,0.0526,61
0.636,0.759,109.976,0.536,-5.585,0.0224,0.0369,75
0.824,0.699,102.987,0.0895,-5.176,0.00741,0.0664,44
0.982,0.5,103.033,0.507,-3.496,4.72e-05,0.0727,0
0.359,0.223,73.059,0.193,-7.569,0.845,0.0312,70
0.59,0.582,127.006,0.605,-7.363,0.439,0.0939,22
0.69,0.782,99.944,0.429,-7.811,0.00909,0.0708,69
0.604,0.653,119.98,0.0768,-10.177,0.0448,0.0327,63
0.412,0.663,98.023,0.356,-8.195,0.00434,0.364,63
0.537,0.921,128.009,0.711,-5.723,0.556,0.0804,83
0.87,0.477,123.917,0.486,-5.812,0.0892,0.245,24
0.981,0.679,150.034,0.633,-0.999,0.0067,0.0906,44
2.03e-05,0.0,0.0,0.0,-0.689,0.986,0.0,35
0.362,0.553,142.352,0.158,-11.218,0.0458,0.0263,80
0.434,0.51,119.695,0.207,-10.004,0.177,0.0361,71
0.651,0.692,97.923,0.706,-8.267,0.292,0.0324,76
0.614,0.553,136.628,0.345,-5.098,0.764,0.0306,71
0.703,0.746,166.043,0.667,-4.179,0.352,0.107,67
0.949,0.273,149.837,0.0911,-3.437,0.000493,0.136,50
0.622,0.715,158.088,0.407,-3.046,0.11,0.111,0
0.638,0.531,164.079,0.445,-5.145,0.00409,0.0809,72
0.717,0.779,115.384,0.789,-9.7,0.0125,0.0335,63
0.52,0.477,171.895,0.383,-7.582,0.679,0.395,63
0.591,0.576,124.013,0.478,-7.725,0.795,0.0332,62
0.914,0.431,147.108,0.534,-4.243,0.000243,0.0616,62
0.179,0.332,96.529,0.315,-11.83,0.879,0.0326,76
0.811,0.414,137.617,0.762,-4.4,0.00133,0.0919,62
0.695,0.583,104.879,0.224,-5.336,0.0141,0.0423,76
0.917,0.55,126.115,0.601,-3.159,0.00428,0.0638,81
0.673,0.724,130.099,0.473,-3.588,0.408,0.0813,42
0.543,0.43,143.912,0.354,-6.296,0.463,0.0367,0
0.749,0.703,172.066,0.963,-6.056,0.517,0.0396,42
0.91,0.665,84.099,0.887,-4.682,0.0394,0.223,72
0.795,0.736,104.066,0.511,-3.299,0.498,0.0545,72
0.508,0.811,102.962,0.0719,-9.978,0.0466,0.0499,61
0.481,0.689,80.025,0.283,-7.503,0.369,0.0815,82
0.989,0.57,162.97,0.889,-4.217,0.0697,0.0526,26
0.869,0.676,120.029,0.594,-1.573,0.115,0.0423,73
0.303,0.898,140.23,0.68,-6.68,0.219,0.403,66
0.519,0.839,170.051,0.338,-5.883,0.253,0.277,64
0.713,0.599,123.962,0.518,-7.008,0.405,0.0542,76
0.886,0.774,125.012,0.868,-7.569,0.0306,0.0501,62
0.978,0.519,157.013,0.272,-2.851,0.0158,0.282,21
0.764,0.631,100.056,0.764,-4.298,0.818,0.0364,16
0.849,0.627,120.033,0.551,-6.159,0.0156,0.0342,40
0.424,0.578,112.06,0.634,-9.352,0.318,0.0277,13
0.947,0.389,92.407,0.182,-6.817,0.0589,0.125,34
0.616,0.592,129.896,0.492,-7.227,0.0917,0.0337,60
0.679,0.753,117.961,0.688,-4.792,0.139,0.0569,56
0.831,0.471,145.944,0.224,-5.215,0.767,0.0423,39
0.858,0.639,136.988,0.84,-5.732,0.0243,0.0254,37
0.49,0.441,94.644,0.654,-12.033,0.113,0.0691,27
0.746,0.73,115.029,0.52,-6.618,0.141,0.0263,0
0.946,0.482,135.071,0.284,-3.23,0.00251,0.0852,64
0.441,0.575,98.868,0.665,-9.141,0.806,0.0552,19
0.516,0.642,82.009,0.372,-7.957,0.541,0.0237,43
0.382,0.546,76.734,0.234,-10.051,0.854,0.0339,20
0.913,0.644,134.002,0.45,-8.782,0.00656,0.0559,11
0.243,0.636,142.016,0.239,-9.509,0.815,0.04,67
0.662,0.669,99.985,0.33,-5.698,0.403,0.0463,61
0.924,0.295,171.941,0.219,-3.407,4.02e-05,0.0678,67
0.717,0.676,162.016,0.451,-8.641,0.323,0.323,66
0.39,0.189,169.563,0.32,-14.497,0.257,0.0353,68
0.406,0.68,119.901,0.551,-11.313,0.782,0.0414,69
0.148,0.285,77.603,0.381,-32.145,0.987,0.0372,61
0.65,0.638,88.945,0.904,-7.266,0.813,0.0337,30
0.599,0.334,161.74,0.127,-5.742,0.0468,0.0365,82
0.846,0.575,130.128,0.357,-5.559,8.98e-05,0.0324,61
0.623,0.724,118.025,0.68,-7.287,0.227,0.0267,26
0.81,0.468,145.589,0.464,-8.33,0.00169,0.0724,1
0.78,0.54,144.011,0.514,-5.872,0.0263,0.0418,61
0.548,0.621,90.002,0.433,-6.494,0.444,0.0258,26
0.981,0.618,140.028,0.91,-1.514,0.0652,0.068,0
0.404,0.459,81.849,0.244,-8.279,0.437,0.0257,41
0.833,0.715,95.487,0.612,-5.379,0.00631,0.108,75
0.456,0.811,119.849,0.719,-8.821,0.595,0.0448,45
0.712,0.673,113.061,0.912,-7.858,0.159,0.0273,0
0.23,0.685,96.085,0.0417,-12.525,0.367,0.0388,64
0.666,0.662,159.969,0.605,-5.441,0.583,0.125,0
0.247,0.666,94.808,0.406,-11.586,0.798,0.634,43
0.878,0.554,132.896,0.55,-3.02,0.00146,0.0513,70
0.8,0.773,131.948,0.792,-3.929,0.75,0.0389,39
0.922,0.832,127.999,0.716,-3.866,0.0361,0.0712,66
0.306,0.613,122.915,0.284,-11.65,0.943,0.154,41
0.121,0.574,120.776,0.639,-19.737,0.95,0.048,0
0.0646,0.307,104.431,0.216,-13.492,0.994,0.0312,0
0.725,0.182,143.151,0.778,-8.504,0.205,0.0356,27
0.94,0.367,157.966,0.384,-5.554,0.0102,0.165,23
0.851,0.454,125.05,0.126,-5.436,0.153,0.054,47
0.786,0.387,149.806,0.462,-4.127,0.0195,0.0436,0
0.633,0.507,99.066,0.46,-15.427,0.0142,0.0959,16
0.968,0.799,129.99,0.1,-7.343,2.98e-06,0.0484,15
0.719,0.704,84.414,0.962,-5.353,0.633,0.0363,70
0.533,0.801,121.959,0.626,-6.198,0.707,0.222,73
0.443,0.623,131.644,0.629,-11.551,0.165,0.036,0
0.726,0.609,79.967,0.616,-3.947,0.00252,0.108,59
0.832,0.737,160.022,0.67,-5.199,0.26,0.165,54
0.304,0.459,76.954,0.072,-10.107,0.967,0.136,67
0.649,0.677,140.649,0.139,-9.824,0.907,0.0792,54
0.564,0.753,105.686,0.781,-6.844,0.906,0.0363,34
0.913,0.573,88.418,0.795,-6.52,0.00861,0.0409,0
0.884,0.432,108.948,0.624,-6.659,0.0127,0.13,77
0.936,0.432,157.469,0.499,-4.537,0.00691,0.0562,65
0.891,0.631,105.066,0.402,-13.072,0.0451,0.0681,31
0.147,0.407,141.284,0.0765,-8.822,0.857,0.0355,70
0.625,0.659,88.042,0.442,-2.253,0.0644,0.045,74
0.902,0.404,115.669,0.497,-3.88,0.577,0.0665,74
0.00344,0.075,171.06,1e-05,-19.787,0.871,0.273,63
0.625,0.634,97.79,0.834,-10.287,0.743,0.045,38
0.644,0.242,122.843,0.11,-11.98,0.00474,0.101,13
0.522,0.589,109.094,0.31,-10.649,0.642,0.0391,67
0.895,0.691,127.924,0.581,-4.3,0.0274,0.0756,56
0.305,0.304,146.066,0.464,-10.879,0.871,0.0298,71
0.515,0.37,115.732,0.42,-9.487,0.0233,0.0321,61
0.23,0.465,123.102,0.114,-13.791,0.349,0.0325,0
0.294,0.647,124.999,0.323,-10.344,0.728,0.0312,71
0.562,0.865,85.02,0.81,-6.811,0.0318,0.251,64
0.178,0.532,149.879,0.103,-9.754,0.614,0.0541,76
0.951,0.419,149.981,0.173,-5.33,0.00156,0.0407,24
0.468,0.821,121.023,0.853,-11.335,0.502,0.131,14
0.934,0.582,117.829,0.849,-3.256,0.113,0.061,18
0.947,0.67,129.974,0.963,-1.608,0.0884,0.0441,27
0.839,0.735,100.017,0.609,-4.263,0.129,0.0381,70
0.793,0.705,125.01,0.539,-6.11,0.00336,0.0462,17
0.777,0.8,127.008,0.249,-6.526,0.00278,0.0405,49
0.723,0.735,119.938,0.533,-6.032,0.0128,0.0725,46
0.0384,0.305,81.917,0.0856,-28.605,0.961,0.0301,61
0.0682,0.691,76.94,0.352,-18.186,0.951,0.0645,67
0.701,0.799,100.946,0.607,-3.272,0.309,0.282,72
0.517,0.314,86.491,0.32,-7.179,0.598,0.0312,37
0.812,0.689,108.064,0.706,-5.084,0.0977,0.0995,59
0.632,0.697,121.055,0.151,-12.469,0.00815,0.0451,11
0.876,0.311,124.584,0.296,-5.115,0.0466,0.0936,55
0.378,0.591,120.082,0.669,-9.356,0.482,0.0603,41
0.382,0.733,98.027,0.517,-7.955,0.132,0.0459,69
0.932,0.218,167.718,0.315,-6.803,0.0155,0.098,0
0.838,0.533,80.049,0.722,-5.625,0.0251,0.0837,0
0.777,0.834,129.984,0.865,-4.538,0.22,0.0593,66
0.938,0.317,175.018,0.132,-6.973,2.62e-06,0.078,50
0.966,0.52,128.02,0.0382,-5.845,8.96e-05,0.0601,49
0.563,0.416,77.56,0.9,-8.724,0.207,0.0298,68
0.31,0.665,108.211,0.568,-8.928,0.68,0.0278,61
0.784,0.669,125.993,0.517,-5.603,0.194,0.112,78
0.461,0.701,91.461,0.354,-10.749,0.0386,0.406,18
0.681,0.701,122.539,0.81,-6.442,0.134,0.0466,64
0.788,0.742,130.849,0.514,-10.803,0.0862,0.0669,62
0.558,0.548,80.031,0.7,-4.339,0.46,0.227,64
0.828,0.597,125.053,0.396,-5.02,0.0309,0.0681,51
0.755,0.597,139.004,0.755,-6.672,0.415,0.0365,21
0.53,0.505,84.77,0.682,-9.391,0.00437,0.0499,41
0.781,0.432,139.432,0.197,-4.038,0.041,0.0567,74
0.186,0.61,114.57,0.35,-13.867,0.984,0.0294,11
0.805,0.223,168.165,0.25,-8.969,0.000179,0.037,73
0.451,0.667,78.038,0.657,-6.374,0.602,0.0529,37
0.519,0.653,98.883,0.822,-10.164,0.406,0.0497,78
0.687,0.637,119.995,0.0878,-8.63,0.0587,0.041,50
0.592,0.373,84.215,0.109,-9.837,0.624,0.126,60
0.674,0.771,124.902,0.138,-5.821,0.0995,0.0468,38
0.755,0.536,95.029,0.352,-5.942,0.00334,0.0565,35
0.843,0.424,90.247,0.115,-6.197,0.00101,0.0394,0
0.695,0.583,104.879,0.224,-5.336,0.0141,0.0423,76
0.578,0.697,114.995,0.3,-5.213,0.393,0.095,68
0.737,0.729,91.99,0.369,-3.727,0.275,0.064,71
0.942,0.534,95.126,0.629,-4.15,0.0121,0.0677,65
0.63,0.719,170.103,0.4,-7.142,0.255,0.0853,71
0.845,0.418,113.794,0.202,-12.182,0.572,0.0415,0
0.586,0.662,90.0,0.296,-8.821,0.097,0.0307,70
0.013,0.321,106.316,0.216,-28.058,0.992,0.0387,62
0.572,0.553,164.046,0.66,-10.332,2.94e-05,0.0443,54
0.62,0.891,98.093,0.404,-7.463,0.139,0.244,60
0.723,0.595,108.043,0.272,-8.256,0.047,0.0349,64
0.798,0.788,105.002,0.0382,-9.79,0.0856,0.0641,54
0.833,0.627,123.999,0.394,-7.037,0.00287,0.0408,35
0.357,0.33,115.09,0.139,-8.439,0.918,0.0334,16
0.688,0.686,123.125,0.493,-4.981,0.39,0.0254,71
0.936,0.494,107.543,0.834,-7.195,0.0112,0.0398,64
0.359,0.858,99.989,0.432,-12.197,0.146,0.0437,61
0.633,0.791,108.0,0.0732,-11.506,0.0187,0.0486,55
0.591,0.9,132.111,0.557,-5.712,0.107,0.0487,0
0.695,0.512,145.957,0.351,-6.349,0.0265,0.0271,67
0.782,0.504,123.883,0.619,-9.27,0.0661,0.0301,55
0.863,0.456,135.962,0.532,-3.551,0.133,0.0894,72
0.802,0.505,150.054,0.516,-4.31,0.0017,0.0453,23
0.764,0.752,121.958,0.582,-4.399,0.0476,0.038,75
0.783,0.503,125.122,0.213,-4.761,0.0221,0.0385,71
