energy,danceability,tempo,valence,loudness,acousticness,speechiness,popularity
0.764,0.679,124.977,0.471,-5.301,0.031,0.0391,0
0.969,0.651,178.121,0.564,-1.696,0.131,0.133,22
0.655,0.63,97.817,0.91,-9.725,0.221,0.0241,62
0.459,0.52,170.154,0.187,-7.017,0.843,0.0295,54
0.554,0.685,132.445,0.668,-9.435,0.00745,0.0651,29
0.852,0.62,93.533,0.68,-6.39,0.38,0.0644,31
0.905,0.6,124.032,0.636,-3.41,0.00274,0.0357,60
0.787,0.654,123.979,0.409,-4.999,0.00515,0.0502,74
0.795,0.646,89.99,0.796,-3.293,0.0319,0.0976,82
0.678,0.658,97.976,0.662,-4.407,0.303,0.058,64
0.528,0.629,93.982,0.397,-11.374,0.791,0.0247,61
0.713,0.678,127.993,0.19,-6.451,0.00136,0.0487,60
0.841,0.754,128.019,0.541,-3.19,0.113,0.135,71
0.661,0.631,139.928,0.838,-10.565,0.607,0.0428,38
0.955,0.469,143.853,0.462,-4.253,0.000343,0.0432,66
0.449,0.678,100.033,0.606,-9.379,0.477,0.0869,66
0.599,0.561,125.874,0.264,-8.209,0.00751,0.0749,0
0.441,0.606,66.443,0.455,-9.303,0.326,0.0272,61
0.547,0.635,146.004,0.348,-8.757,0.249,0.0326,35
0.857,0.637,95.011,0.725,-4.915,0.0551,0.035,25
0.511,0.683,109.991,0.598,-5.598,0.406,0.0279,0
0.758,0.694,192.091,0.371,-2.986,0.278,0.218,74
0.858,0.676,128.011,0.0371,-6.698,0.00148,0.0391,62
0.754,0.746,149.882,0.746,-6.684,0.0152,0.0676,80
0.849,0.579,100.021,0.581,-5.218,0.108,0.0303,71
0.416,0.717,100.026,0.381,-9.875,0.635,0.0303,71
0.428,0.494,87.724,0.44,-7.239,0.236,0.205,83
0.715,0.803,101.085,0.574,-3.28,0.295,0.298,78
0.322,0.372,85.064,0.152,-9.831,0.851,0.0398,71
0.205,0.468,91.562,0.644,-15.969,0.873,0.0277,10
0.79,0.816,131.613,0.885,-6.719,0.0233,0.0327,22
0.458,0.732,98.938,0.661,-7.225,0.447,0.0311,72
0.148,0.83,128.813,0.872,-15.749,0.546,0.679,12
0.73,0.661,95.027,0.53,-6.779,0.0537,0.0574,70
0.978,0.502,138.811,0.603,-3.278,0.000163,0.0649,65
0.419,0.444,126.956,0.302,-8.345,0.189,0.0353,43
0.111,0.448,74.76,0.0755,-20.606,0.991,0.0353,57
0.814,0.658,108.016,0.69,-4.631,0.229,0.0558,67
0.644,0.833,122.099,0.857,-10.592,0.00647,0.16,8
0.719,0.615,129.929,0.423,-3.061,0.304,0.245,43
0.578,0.302,176.005,0.5,-4.132,0.676,0.033,20
0.675,0.627,79.31,0.961,-7.125,0.125,0.213,82
0.728,0.666,122.996,0.51,-5.808,0.00175,0.0419,70
0.806,0.404,148.036,0.112,-4.75,0.198,0.0496,63
0.621,0.473,173.083,0.782,-8.698,0.0253,0.0291,70
0.678,0.561,160.042,0.662,-4.23,0.0996,0.0324,62
0.406,0.576,126.123,0.129,-9.723,0.793,0.0355,65
0.626,0.741,93.995,0.827,-8.036,0.0882,0.0332,42
0.934,0.555,144.874,0.422,-5.04,0.00268,0.113,65
0.87,0.645,119.973,0.79,-3.087,0.00522,0.0465,73
0.968,0.44,173.081,0.092,-4.208,6.56e-05,0.0842,17
0.739,0.751,95.003,0.405,-6.977,0.2,0.045,68
0.48,0.499,99.886,0.577,-6.45,0.619,0.0415,57
0.846,0.285,108.808,0.287,-6.472,0.0404,0.0438,71
0.894,0.725,128.053,0.427,-4.231,0.0132,0.427,62
0.301,0.328,147.398,0.167,-13.283,0.926,0.0366,72
0.969,0.411,102.899,0.46,-1.34,0.115,0.126,22
0.488,0.295,80.625,0.385,-14.032,0.369,0.254,15
0.792,0.647,132.032,0.306,-9.815,0.00536,0.0373,67
0.939,0.465,158.44,0.805,-7.793,0.0384,0.0494,60
0.972,0.585,110.006,0.585,-4.45,0.0143,0.0534,75
0.84,0.589,126.724,0.828,-7.232,0.00235,0.0526,26
0.632,0.604,105.078,0.0964,-5.978,0.000214,0.0435,31
0.686,0.647,79.928,0.268,-5.745,0.08,0.0413,95
0.0987,0.814,109.975,0.872,-22.009,0.702,0.038,66
0.758,0.677,119.999,0.308,-6.523,0.00307,0.027,64
0.779,0.726,109.133,0.841,-7.057,0.0178,0.0251,0
0.738,0.665,125.037,0.0389,-5.931,0.0124,0.0379,79
0.898,0.498,97.952,0.268,-4.135,0.000216,0.0563,60
0.851,0.684,112.662,0.512,-9.792,0.000613,0.0407,69
0.985,0.691,132.997,0.0348,-4.384,0.000685,0.0683,44
0.809,0.619,146.627,0.937,-7.782,0.294,0.029,34
0.561,0.324,205.666,0.891,-7.134,0.628,0.0333,25
0.911,0.481,117.748,0.0936,-10.838,0.782,0.775,20
0.393,0.255,76.426,0.118,-10.654,0.0577,0.0278,82
0.941,0.345,179.626,0.407,-9.918,3.84e-05,0.0466,86
0.703,0.744,125.023,0.819,-8.111,0.0195,0.048,63
0.669,0.484,122.243,0.964,-10.413,0.149,0.0338,22
0.696,0.51,176.568,0.905,-10.83,0.0157,0.0802,69
0.885,0.566,90.99,0.304,-4.528,0.0958,0.0818,87
0.383,0.677,156.984,0.965,-11.793,0.797,0.0988,38
0.43,0.661,113.932,0.327,-13.013,0.848,0.0642,59
0.606,0.43,169.988,0.123,-5.115,0.131,0.0431,75
0.86,0.533,176.84,0.594,-1.86,0.576,0.0521,29
0.737,0.617,120.033,0.522,-5.224,0.0119,0.0321,54
0.738,0.908,95.954,0.79,-4.933,0.143,0.271,61
0.796,0.289,169.835,0.33,-4.22,0.00837,0.0494,73
0.133,0.174,92.279,0.0719,-23.521,0.969,0.0374,24
0.872,0.872,116.948,0.809,-6.328,0.0476,0.139,79
0.748,0.62,125.999,0.417,-5.36,0.0151,0.058,66
0.553,0.271,86.762,0.433,-9.526,0.044,0.0472,63
0.757,0.722,140.094,0.721,-6.207,0.185,0.132,73
0.418,0.625,191.988,0.316,-12.423,0.737,0.5,44
0.364,0.456,73.457,0.116,-9.336,0.533,0.0252,65
0.362,0.745,93.008,0.525,-7.323,0.364,0.0368,12
0.706,0.556,80.008,0.726,-5.709,0.335,0.0336,61
0.927,0.345,171.915,0.333,-6.947,0.0257,0.0816,34
0.264,0.456,147.927,0.0773,-11.432,0.916,0.0297,34
0.272,0.558,103.74,0.386,-11.893,0.882,0.0481,43
0.851,0.568,127.042,0.357,-4.752,0.000854,0.0328,18
0.631,0.797,139.006,0.732,-12.201,0.0184,0.0748,18
0.619,0.604,88.668,0.562,-13.426,0.682,0.962,25
0.519,0.562,122.925,0.415,-8.744,0.557,0.0326,73
0.729,0.53,119.981,0.261,-6.393,0.00275,0.0338,62
0.813,0.569,102.705,0.452,-7.93,0.000825,0.0371,35
0.692,0.622,112.053,0.774,-6.97,0.363,0.0276,71
0.929,0.411,126.017,0.312,-2.393,0.00045,0.0558,63
0.459,0.876,124.999,0.137,-11.52,0.0146,0.0756,53
0.708,0.926,128.08,0.956,-9.785,0.0016,0.0429,14
0.854,0.687,103.967,0.962,-4.324,0.128,0.0295,44
0.213,0.94,133.095,0.832,-10.181,0.418,0.0855,62
0.968,0.501,149.989,0.392,-5.324,0.000114,0.12,62
0.761,0.586,146.028,0.508,-6.794,0.488,0.0527,53
0.339,0.793,125.993,0.266,-14.317,0.166,0.0555,60
0.672,0.494,156.208,0.557,-4.877,0.0273,0.0405,70
0.833,0.747,128.008,0.687,-2.867,0.374,0.045,64
0.201,0.478,136.47,0.857,-16.79,0.919,0.0332,0
0.404,0.489,129.992,0.311,-12.445,0.101,0.0332,51
0.841,0.578,179.896,0.67,-6.214,0.298,0.0533,37
0.692,0.584,120.016,0.379,-5.992,0.0762,0.0313,35
0.31,0.39,177.515,0.584,-14.545,0.794,0.0676,64
0.668,0.774,140.099,0.507,-6.79,0.137,0.316,61
0.15,0.534,84.359,0.53,-14.58,0.984,0.0422,24
0.808,0.72,126.041,0.869,-5.627,0.00793,0.0379,78
0.62,0.606,88.984,0.543,-5.005,0.0301,0.0298,76
0.131,0.567,104.784,0.0657,-14.124,0.888,0.029,69
0.721,0.521,97.578,0.611,-7.699,0.00348,0.0254,66
0.897,0.366,157.914,0.174,-4.381,6e-05,0.07,31
0.988,0.486,116.21,0.475,-4.984,4.94e-06,0.0973,12
0.824,0.5,120.125,0.539,-5.846,0.00016,0.0388,79
0.56,0.403,155.701,0.168,-7.46,0.354,0.0362,53
0.00391,0.201,67.56,0.031,-34.832,0.937,0.0558,64
0.356,0.729,95.026,0.392,-13.743,0.0916,0.0347,61
0.882,0.759,172.065,0.966,-6.331,0.559,0.0503,43
0.738,0.75,113.534,0.679,-10.116,0.307,0.277,38
0.828,0.35,105.435,0.147,-5.373,0.000217,0.041,77
0.689,0.743,104.936,0.504,-2.846,0.0198,0.0289,68
0.904,0.65,93.877,0.893,-5.111,0.0138,0.0389,37
0.788,0.688,101.006,0.774,-3.064,0.0164,0.0436,0
0.773,0.573,134.977,0.541,-4.629,0.00158,0.0442,62
0.548,0.915,134.878,0.538,-7.15,0.0048,0.326,18
0.997,0.293,100.348,0.13,-4.364,0.000463,0.217,66
0.724,0.828,96.058,0.896,-3.555,0.0424,0.0715,64
0.74,0.725,92.978,0.827,-5.08,0.00156,0.0323,63
0.947,0.325,87.406,0.352,-5.102,0.00143,0.107,62
0.212,0.584,140.083,0.665,-12.613,0.953,0.0445,0
0.793,0.618,101.015,0.459,-5.711,0.204,0.0601,73
0.547,0.629,108.375,0.197,-13.123,0.72,0.055,90
0.808,0.51,119.991,0.396,-5.694,1.7e-05,0.0413,55
0.32,0.717,107.946,0.322,-8.393,0.83,0.0283,67
0.752,0.682,81.081,0.964,-9.521,0.476,0.0454,60
0.857,0.641,122.728,0.961,-5.725,0.013,0.301,69
0.479,0.885,122.955,0.869,-11.416,0.0385,0.069,0
0.966,0.439,166.976,0.607,-2.641,0.00815,0.0693,30
0.689,0.608,80.009,0.523,-4.846,0.175,0.0299,38
0.583,0.539,86.063,0.337,-4.935,0.108,0.0275,73
0.835,0.743,120.019,0.955,-4.655,0.25,0.029,71
0.869,0.695,124.989,0.58,-5.066,0.41,0.0483,71
0.598,0.805,134.963,0.435,-6.027,0.101,0.0345,46
0.966,0.447,178.105,0.533,-2.966,0.00349,0.089,67
0.492,0.78,143.983,0.374,-3.4,0.0643,0.0671,72
0.86,0.624,100.897,0.816,-3.012,0.0704,0.124,68
0.562,0.922,109.949,0.749,-6.851,0.762,0.0397,26
0.0274,0.571,124.209,0.087,-20.274,0.948,0.0649,71
0.652,0.787,114.899,0.628,-7.862,0.303,0.0719,30
0.927,0.474,174.033,0.215,-3.077,0.000438,0.075,16
0.741,0.72,119.896,0.357,-6.529,0.101,0.0287,78
0.471,0.562,77.544,0.426,-8.23,0.517,0.0378,31
0.741,0.445,96.09,0.512,-5.065,0.438,0.0467,44
0.966,0.491,105.544,0.614,-4.28,5.59e-05,0.0538,72
0.755,0.604,137.064,0.387,-10.761,0.000298,0.0337,69
0.741,0.576,124.091,0.143,-7.404,0.00831,0.0356,80
0.739,0.83,97.993,0.631,-5.395,0.136,0.0627,1
0.786,0.482,126.755,0.793,-5.735,0.00321,0.032,76
0.684,0.704,145.018,0.695,-7.05,0.161,0.0602,62
0.613,0.649,121.437,0.679,-6.698,0.423,0.0321,0
0.812,0.512,100.02,0.521,-4.809,0.0534,0.0617,68
0.573,0.218,138.447,0.125,-6.748,0.0102,0.0346,44
0.569,0.568,72.991,0.266,-6.013,0.0004,0.0329,71
0.375,0.462,145.35,0.612,-13.184,0.642,0.0309,65
0.977,0.541,134.938,0.263,-2.828,0.00321,0.157,74
0.973,0.412,103.237,0.0379,-6.464,0.889,0.868,21
0.886,0.349,145.0,0.0808,-13.266,3.3e-06,0.0526,18
0.705,0.664,122.016,0.477,-4.972,0.0654,0.0382,83
0.394,0.764,105.909,0.351,-11.483,0.332,0.175,51
0.732,0.69,107.977,0.636,-5.352,0.0604,0.0497,73
0.114,0.221,84.387,0.0365,-18.403,0.596,0.0329,21
0.654,0.548,85.023,0.317,-4.599,0.113,0.0313,63
0.5,0.675,93.917,0.773,-5.825,0.3,0.0258,61
0.939,0.346,183.147,0.526,-3.061,0.000231,0.182,75
0.684,0.602,133.0,0.961,-8.021,0.103,0.029,60
0.726,0.674,150.299,0.273,-1.539,0.0801,0.041,49
0.86,0.737,93.989,0.656,-2.652,0.11,0.0593,79
0.715,0.33,175.121,0.163,-4.139,0.624,0.234,25
0.931,0.588,105.027,0.625,-3.925,0.00411,0.0318,1
0.935,0.584,107.967,0.772,-4.701,0.0351,0.0489,40
0.468,0.894,89.908,0.704,-8.017,0.0583,0.113,51
0.738,0.494,132.496,0.735,-8.347,0.00394,0.0345,0
0.867,0.573,105.018,0.0624,-5.427,0.0013,0.0465,28
0.769,0.486,131.286,0.393,-5.14,0.0119,0.0341,71
0.515,0.32,78.021,0.568,-8.018,0.373,0.0412,0
0.446,0.788,80.009,0.545,-9.812,0.545,0.0693,67
0.897,0.555,97.851,0.473,-6.147,0.00377,0.0645,0
0.33,0.502,142.278,0.923,-15.249,0.988,0.0491,26
0.582,0.63,88.823,0.94,-14.095,0.495,0.0811,39
0.298,0.462,125.773,0.553,-10.235,0.741,0.0386,1
0.219,0.361,98.532,0.26,-16.553,0.563,0.0285,61
0.752,0.743,110.015,0.545,-4.813,0.0188,0.0414,84
0.944,0.394,105.338,0.265,-6.506,0.00178,0.0761,76
0.369,0.585,134.058,0.182,-12.23,0.663,0.0278,52
0.758,0.575,144.107,0.493,-5.029,0.0954,0.0618,65
0.487,0.524,117.108,0.482,-7.525,0.253,0.0299,0
0.728,0.592,113.17,0.577,-6.098,0.00148,0.311,76
0.786,0.806,91.973,0.58,-3.831,0.145,0.0741,82
0.748,0.631,115.665,0.351,-2.569,0.212,0.0488,67
0.251,0.538,83.972,0.202,-13.494,0.79,0.027,51
0.721,0.572,164.252,0.844,-8.959,0.187,0.0402,70
0.847,0.548,171.447,0.1,-3.237,0.0622,0.186,86
0.785,0.733,102.987,0.796,-7.496,0.0934,0.0416,65
0.817,0.675,105.964,0.446,-3.789,0.00711,0.0497,72
0.909,0.685,95.004,0.922,-4.034,0.0471,0.0396,79
0.845,0.6,97.631,0.392,-7.076,0.048,0.0311,62
0.402,0.535,142.847,0.0862,-10.884,0.000748,0.031,66
0.532,0.586,99.994,0.494,-8.837,0.779,0.0328,71
0.618,0.571,156.892,0.852,-5.682,0.18,0.0371,62
0.388,0.469,120.109,0.136,-14.161,0.846,0.03,0
0.995,0.638,100.053,0.604,-0.587,0.214,0.264,36
0.397,0.363,81.192,0.23,-10.053,0.585,0.0398,46
0.928,0.386,176.004,0.922,-3.774,0.0165,0.0741,54
0.944,0.269,143.908,0.139,-6.126,0.00209,0.259,31
0.254,0.481,105.418,0.138,-10.642,0.756,0.0307,33
0.474,0.555,134.89,0.262,-11.706,0.224,0.0668,70
0.19,0.287,83.685,0.133,-12.03,0.93,0.037,22
0.392,0.439,94.393,0.389,-8.085,0.57,0.0305,26
0.896,0.647,118.729,0.953,-5.949,0.0709,0.0509,66
0.9,0.466,130.02,0.561,-4.469,0.000235,0.0447,88
0.854,0.468,155.867,0.277,-3.932,0.176,0.059,67
0.923,0.762,121.081,0.936,-3.107,0.103,0.189,0
0.541,0.677,103.369,0.379,-6.057,0.48,0.0571,71
0.522,0.527,132.066,0.272,-9.29,0.775,0.0314,64
0.766,0.796,121.008,0.846,-4.237,0.18,0.0422,81
0.185,0.494,123.97,0.272,-10.275,0.829,0.0305,55
0.777,0.599,132.252,0.401,-6.037,0.0355,0.0922,66
0.273,0.349,204.922,0.493,-11.443,0.95,0.0325,52
0.977,0.513,92.534,0.437,-4.288,0.000269,0.0541,45
0.92,0.597,101.975,0.135,-4.524,0.000247,0.0553,42
0.796,0.845,126.04,0.315,-3.933,0.0549,0.0771,26
0.0347,0.0942,172.772,0.0724,-19.716,0.987,0.0475,0
0.626,0.899,88.007,0.873,-4.228,0.076,0.292,65
0.519,0.562,122.925,0.415,-8.744,0.557,0.0326,73
0.399,0.536,81.371,0.476,-7.579,0.307,0.0319,0
0.793,0.442,80.985,0.437,-5.152,0.0456,0.0347,60
0.191,0.349,140.422,0.0414,-16.111,0.992,0.0463,60
0.816,0.777,139.68,0.667,-3.884,0.349,0.275,56
0.816,0.812,125.001,0.211,-5.584,0.00304,0.0432,66
0.784,0.595,124.111,0.479,-4.878,0.216,0.102,79
0.994,0.43,181.291,0.177,-4.033,0.000126,0.105,19
0.0619,0.225,57.762,0.0988,-14.858,0.847,0.0329,50
0.327,0.674,108.995,0.494,-16.986,0.613,0.0574,62
0.451,0.403,73.99,0.274,-4.994,0.195,0.0288,31
0.447,0.464,109.081,0.466,-6.15,0.464,0.0266,27
0.111,0.506,135.984,0.275,-19.637,0.992,0.0407,20
0.943,0.641,171.811,0.718,-6.254,0.0351,0.264,66
0.528,0.678,79.018,0.614,-7.317,0.289,0.0551,0
0.54,0.814,160.039,0.476,-9.66,0.617,0.321,64
0.948,0.502,139.979,0.102,-3.717,0.0101,0.12,60
0.938,0.53,160.041,0.703,-6.424,0.00029,0.068,49
0.48,0.855,97.793,0.798,-8.902,0.254,0.0588,65
0.346,0.38,117.916,0.358,-14.313,0.648,0.0417,0
0.75,0.673,105.848,0.708,-5.831,0.0155,0.0655,73
0.817,0.77,139.979,0.866,-4.092,0.0265,0.0339,60
0.827,0.438,143.377,0.645,-6.531,0.0512,0.0328,65
0.28,0.85,82.872,0.28,-8.77,0.0931,0.23,63
0.272,0.432,83.079,0.333,-11.047,0.924,0.0301,19
0.148,0.603,95.451,0.228,-10.449,0.927,0.0279,74
0.396,0.568,136.489,0.578,-13.921,0.738,0.029,1
0.905,0.217,96.95,0.236,-4.103,0.000289,0.0752,79
0.672,0.328,150.43,0.0864,-3.15,0.618,0.0457,38
0.658,0.276,172.326,0.16,-5.418,0.0836,0.0329,60
0.391,0.737,93.936,0.836,-7.934,0.807,0.068,49
0.423,0.659,112.223,0.0364,-8.433,0.0144,0.0379,63
0.73,0.572,129.706,0.815,-12.687,8.14e-05,0.0392,19
0.939,0.582,136.871,0.594,-4.868,0.0069,0.0781,0
0.485,0.677,82.001,0.493,-5.795,0.529,0.0361,88
0.69,0.544,123.962,0.219,-5.723,0.012,0.0425,70
0.967,0.852,124.024,0.891,-1.661,0.395,0.0722,54
0.943,0.616,130.005,0.352,-7.789,1.82e-05,0.0371,10
0.951,0.593,102.04,0.64,-1.335,0.0142,0.0697,61
0.817,0.626,128.005,0.655,-4.735,0.0369,0.0504,33
0.881,0.551,88.036,0.387,-6.099,0.186,0.0542,83
0.804,0.756,84.953,0.849,-4.101,0.289,0.0671,24
0.725,0.711,105.016,0.53,-8.315,0.424,0.0941,63
0.177,0.483,74.994,0.192,-17.629,0.284,0.0277,56
0.828,0.637,159.795,0.801,-4.478,0.174,0.239,55
0.454,0.584,114.82,0.809,-10.358,0.404,0.0277,10
0.474,0.739,96.03,0.513,-5.803,0.0584,0.0915,63
0.468,0.589,167.589,0.443,-7.58,0.741,0.0519,0
0.244,0.774,103.464,0.421,-9.748,0.72,0.0299,65
0.398,0.792,102.386,0.583,-12.255,0.00184,0.0617,18
0.273,0.702,132.054,0.313,-17.0,0.858,0.0324,10
0.205,0.651,110.016,0.123,-10.572,0.719,0.0465,62
0.786,0.804,91.992,0.575,-3.837,0.144,0.0735,0
0.672,0.797,131.978,0.561,-6.135,0.0442,0.0477,1
0.357,0.334,149.913,0.585,-10.103,0.984,0.0305,0
0.568,0.582,121.991,0.394,-7.3,0.577,0.0275,84
0.448,0.933,99.968,0.774,-8.391,0.239,0.347,52
0.54,0.54,74.969,0.372,-6.368,0.241,0.029,71
0.523,0.625,142.099,0.881,-9.239,0.137,0.83,35
0.718,0.584,99.841,0.155,-7.824,0.0205,0.126,69
0.378,0.333,169.993,0.0689,-16.326,0.514,0.0541,17
0.386,0.632,92.306,0.724,-17.669,0.372,0.164,0
0.298,0.6,76.93,0.425,-9.803,0.569,0.026,21
0.797,0.685,98.612,0.926,-5.372,0.506,0.0558,0
0.247,0.533,72.326,0.35,-14.965,0.829,0.0301,39
0.488,0.51,125.683,0.649,-10.304,0.256,0.0304,70
0.755,0.505,157.993,0.532,-7.568,0.00076,0.0315,51
0.783,0.651,119.995,0.311,-6.162,0.045,0.0501,63
0.71,0.733,127.975,0.965,-5.849,0.145,0.0292,84
0.956,0.308,119.996,0.115,-5.15,7.61e-05,0.148,22
0.401,0.634,139.813,0.321,-10.877,0.0707,0.0273,44
0.86,0.227,67.323,0.0394,-8.939,0.402,0.22,8
0.77,0.736,135.018,0.837,-6.477,0.109,0.0335,72
0.725,0.407,196.093,0.247,-5.346,0.0141,0.188,70
0.539,0.817,97.062,0.158,-6.349,0.0141,0.0621,79
0.853,0.841,103.607,0.964,-2.131,0.424,0.0518,0
0.0322,0.517,109.704,0.358,-25.049,0.989,0.0401,21
0.797,0.518,132.918,0.293,-5.153,0.000681,0.0309,73
0.748,0.742,119.988,0.919,-6.434,0.104,0.0339,20
0.836,0.682,82.53,0.224,-3.259,0.141,0.354,67
0.637,0.536,115.24,0.798,-7.774,0.467,0.0343,62
0.282,0.656,163.896,0.429,-8.203,0.936,0.0327,47
0.679,0.538,121.99,0.0888,-4.297,0.191,0.0333,71
0.26,0.475,137.212,0.339,-15.997,0.796,0.0322,70
0.717,0.792,121.985,0.466,-4.759,0.0927,0.0393,77
0.677,0.386,126.602,0.195,-5.83,0.00841,0.0346,72
0.631,0.743,110.034,0.686,-7.35,0.29,0.026,19
0.616,0.586,148.088,0.719,-7.964,0.182,0.0324,84
0.795,0.736,104.066,0.511,-3.299,0.498,0.0545,72
0.911,0.776,101.027,0.56,-3.08,0.155,0.131,70
0.773,0.592,121.097,0.729,-7.093,0.223,0.0281,26
0.674,0.509,75.066,0.159,-7.379,0.253,0.0383,44
0.852,0.525,157.404,0.884,-9.519,0.731,0.222,70
0.717,0.837,94.984,0.494,-7.749,0.0842,0.0822,82
0.965,0.39,195.957,0.762,-2.713,0.0004,0.0621,21
0.935,0.364,92.717,0.478,-6.548,8.58e-06,0.0724,65
0.475,0.801,98.047,0.234,-8.797,0.141,0.0516,96
0.603,0.564,134.191,0.394,-4.729,0.657,0.0257,47
0.372,0.632,81.012,0.278,-12.723,0.53,0.0403,63
0.544,0.665,99.662,0.711,-7.188,0.552,0.0267,21
0.537,0.62,92.998,0.41,-6.462,0.163,0.0263,60
0.854,0.658,119.562,0.516,-6.796,0.467,0.0323,41
0.696,0.776,100.077,0.849,-5.373,0.203,0.0733,61
0.593,0.804,114.04,0.473,-10.459,0.171,0.045,68
0.895,0.69,154.928,0.835,-7.328,0.68,0.17,62
0.373,0.667,124.148,0.0823,-9.389,0.785,0.05,84
0.597,0.872,156.146,0.687,-8.345,0.0509,0.477,38
0.597,0.489,95.012,0.324,-6.633,0.27,0.0292,79
0.882,0.442,174.077,0.443,-7.551,3.26e-05,0.0536,63
0.572,0.629,93.997,0.182,-9.332,0.32,0.0307,67
0.123,0.644,117.983,0.54,-20.926,0.99,0.0605,21
0.00502,0.262,67.042,0.0509,-28.14,0.985,0.0348,52
0.727,0.53,76.943,0.385,-5.179,0.0387,0.0441,60
0.788,0.81,135.991,0.845,-3.663,0.267,0.0447,68
0.746,0.573,171.949,0.807,-5.699,0.45,0.0705,61
0.891,0.625,168.451,0.805,-9.239,0.0175,0.0483,40
0.62,0.863,103.971,0.432,-7.167,0.0508,0.135,83
0.473,0.543,86.534,0.519,-9.638,0.124,0.157,69
0.714,0.658,117.283,0.806,-9.247,0.0294,0.0519,64
0.79,0.748,77.495,0.279,-4.788,0.492,0.169,60
0.804,0.701,159.979,0.963,-5.743,0.71,0.0379,62
0.907,0.597,121.935,0.798,-6.034,0.456,0.312,20
0.932,0.492,92.497,0.33,-4.689,0.000572,0.052,62
0.642,0.602,175.978,0.54,-5.404,0.0131,0.211,76
0.0511,0.282,70.14,0.0983,-23.826,0.988,0.0388,6
0.936,0.468,75.05,0.663,-3.683,0.00568,0.0455,73
0.865,0.821,115.055,0.524,-3.563,0.31,0.192,63
0.791,0.689,125.012,0.543,-6.633,0.0595,0.0478,61
0.915,0.674,126.038,0.78,-3.999,0.0282,0.0411,68
0.169,0.361,109.309,0.198,-13.005,0.989,0.0344,5
0.216,0.325,99.635,0.109,-17.214,0.977,0.0352,57
0.682,0.581,99.982,0.477,-5.888,0.0637,0.0292,19
0.847,0.584,170.983,0.371,-5.106,0.00105,0.0933,66
0.519,0.653,98.883,0.822,-10.164,0.406,0.0497,78
0.728,0.277,173.706,0.326,-5.426,0.0237,0.0629,33
0.529,0.699,119.987,0.121,-7.548,0.0317,0.0487,78
0.517,0.747,113.879,0.933,-15.464,0.553,0.0425,36
0.445,0.787,91.981,0.904,-8.575,0.0112,0.212,3
0.739,0.587,100.005,0.549,-5.762,0.0539,0.0365,57
0.888,0.415,174.986,0.146,-2.544,0.0051,0.0685,20
0.682,0.786,125.008,0.145,-7.412,0.0106,0.0739,0
0.946,0.433,95.169,0.578,-5.138,0.00264,0.0398,67
0.366,0.566,129.96,0.237,-12.808,0.113,0.028,80
0.93,0.398,190.818,0.725,-6.76,0.000854,0.0615,72
0.607,0.802,96.916,0.274,-11.028,0.205,0.289,68
0.463,0.732,95.971,0.397,-6.972,0.374,0.0287,80
0.072,0.364,74.153,0.106,-16.448,0.969,0.0426,38
0.727,0.643,165.873,0.406,-5.23,0.102,0.124,37
0.912,0.514,153.387,0.734,-3.878,0.364,0.034,25
0.521,0.69,100.028,0.494,-8.492,0.324,0.339,88
0.867,0.589,94.52,0.795,-4.523,0.041,0.0385,60
0.974,0.361,140.055,0.0524,-5.733,1.04e-06,0.122,19
0.573,0.684,107.363,0.716,-12.3,0.318,0.0261,72
0.837,0.573,101.59,0.796,-8.352,0.0144,0.0337,64
0.822,0.421,171.935,0.751,-4.415,0.0132,0.0542,56
0.6,0.874,100.012,0.457,-6.064,0.00942,0.158,78
0.586,0.58,147.988,0.507,-6.883,0.344,0.0357,74
0.405,0.636,128.068,0.257,-11.113,0.355,0.0287,69
0.366,0.67,63.116,0.649,-12.021,0.415,0.229,64
0.971,0.769,118.135,0.969,-3.78,0.0173,0.0432,64
0.456,0.465,138.78,0.293,-6.603,0.554,0.0282,56
0.778,0.828,79.531,0.888,-4.905,0.13,0.0681,43
0.926,0.769,100.034,0.551,-1.627,0.0127,0.0788,68
0.502,0.379,124.995,0.0373,-10.84,0.158,0.0528,57
0.936,0.389,175.954,0.518,-3.86,0.0055,0.0569,41
0.818,0.529,148.173,0.684,-6.622,6.5e-05,0.04,0
0.782,0.676,125.057,0.519,-6.639,0.0147,0.0344,61
0.842,0.416,128.176,0.842,-4.398,0.000452,0.0381,25
0.619,0.679,124.944,0.497,-4.983,0.213,0.0528,60
0.771,0.802,91.993,0.794,-3.058,0.00799,0.0675,51
0.857,0.623,128.715,0.897,-10.752,0.0967,0.0358,10
0.91,0.223,171.75,0.364,-7.097,0.0116,0.08,2
0.434,0.508,126.417,0.471,-10.807,0.789,0.0309,45
0.332,0.379,151.274,0.0902,-6.982,0.888,0.0333,28
0.592,0.658,98.003,0.102,-9.429,0.132,0.0309,49
0.777,0.787,128.007,0.711,-4.744,0.000478,0.0445,14
0.538,0.558,99.992,0.254,-8.853,0.629,0.0327,61
0.866,0.526,140.266,0.248,-5.822,0.00287,0.0568,88
0.651,0.444,171.9,0.381,-6.048,0.208,0.029,30
0.309,0.778,80.115,0.556,-16.688,0.915,0.324,63
0.525,0.616,79.976,0.427,-7.065,0.401,0.0258,70
0.918,0.457,154.963,0.392,-4.51,0.000696,0.203,55
0.667,0.786,102.046,0.688,-8.272,0.0112,0.054,68
